step,reward,cumulative_reward,instantaneous_regret,cumulative_regret,moving_average_reward
72,0.94883,59.246201,0.16947500000000015,22.390064000000006,0.8522314999999999
73,0.832584,60.078784999999996,0.2857210000000001,22.675785000000005,0.8371919999999999
74,0.85827,60.937054999999994,0.2600350000000001,22.935820000000003,0.8240105999999999
75,0.956936,61.89399099999999,0.1613690000000001,23.097189000000004,0.8568284
76,0.891157,62.78514799999999,0.22714800000000013,23.324337000000003,0.8693449
77,0.58158,63.366727999999995,0.5367250000000001,23.861062000000004,0.8324309
78,0.675421,64.042149,0.44288400000000006,24.303946000000003,0.8191447999999999
79,0.182746,64.22489499999999,0.9355590000000001,25.239505000000005,0.7427425
80,0.869508,65.09440299999999,0.24879700000000016,25.488302000000004,0.743362
81,0.559298,65.65370099999998,0.5590070000000001,26.047309000000006,0.7356329999999999
82,0.941709,66.59540999999999,0.1765960000000001,26.223905000000006,0.7349208999999999
83,0.781986,67.37739599999999,0.33631900000000015,26.560224000000005,0.7298610999999999
84,0.640666,68.01806199999999,0.47763900000000015,27.037863000000005,0.7081006999999999
85,0.61645,68.63451199999999,0.501855,27.539718000000004,0.6740521000000002
86,0.839245,69.47375699999999,0.2790600000000001,27.818778000000005,0.6688609000000001
87,0.590415,70.06417199999999,0.5278900000000001,28.346668000000005,0.6697444000000001
88,0.923267,70.98743899999998,0.19503800000000016,28.541706000000005,0.694529
89,0.361286,71.34872499999999,0.7570190000000001,29.298725000000005,0.712383
90,0.267223,71.61594799999999,0.8510820000000001,30.149807000000006,0.6521545
91,0.916215,72.53216299999998,0.2020900000000001,30.351897000000008,0.6878462
92,0.775543,73.30770599999998,0.3427620000000001,30.69465900000001,0.6712296
93,0.913463,74.22116899999997,0.20484200000000008,30.899501000000008,0.6843773000000001
94,0.984971,75.20613999999998,0.13333400000000006,31.03283500000001,0.7188078
95,0.973647,76.17978699999998,0.14465800000000006,31.17749300000001,0.7545274999999999
96,0.809107,76.98889399999997,0.3091980000000001,31.486691000000008,0.7515137
97,0.653184,77.64207799999997,0.4651210000000001,31.951812000000007,0.7577905999999999
98,0.509297,78.15137499999997,0.6090080000000001,32.56082000000001,0.7163936
99,0.654021,78.80539599999997,0.46428400000000014,33.025104000000006,0.7456671
100,0.849919,79.65531499999997,0.2683860000000001,33.293490000000006,0.8039367000000001
101,0.931607,80.58692199999997,0.18669800000000014,33.480188000000005,0.8054758999999999
102,0.836476,81.42339799999998,0.2818290000000001,33.76201700000001,0.8115691999999999
103,0.772011,82.19540899999998,0.3462940000000001,34.10831100000001,0.797424
104,0.8856,83.08100899999998,0.23270500000000005,34.34101600000001,0.7874869
105,0.649259,83.73026799999998,0.4690460000000001,34.81006200000001,0.7550481
106,0.783038,84.51330599999999,0.3352670000000001,35.14532900000001,0.7524412
107,0.869156,85.38246199999999,0.24914900000000006,35.394478000000014,0.7740384
108,0.949449,86.33191099999999,0.16885600000000012,35.56333400000001,0.8180536
109,0.960643,87.292554,0.15766200000000008,35.720996000000014,0.8487157999999999
110,0.851276,88.14383,0.26702900000000007,35.988025000000015,0.8488515
111,0.320837,88.46466699999999,0.7974680000000001,36.78549300000002,0.7877745
112,0.760806,89.225473,0.3574990000000001,37.142992000000014,0.7802074999999999
113,0.624599,89.850072,0.4937060000000001,37.63669800000002,0.7654663
114,0.868684,90.718756,0.2496210000000001,37.886319000000015,0.7637747
115,0.982728,91.701484,0.13557700000000006,38.02189600000001,0.7971216
116,0.907255,92.608739,0.21105000000000007,38.23294600000001,0.8095433
117,0.558334,93.167073,0.5599710000000001,38.79291700000001,0.7784611000000001
118,0.83269,93.999763,0.28561500000000006,39.07853200000001,0.7667852000000001
119,0.910972,94.910735,0.2073330000000001,39.28586500000001,0.7618181
