step,reward,cumulative_reward,instantaneous_regret,cumulative_regret,moving_average_reward
42,0.749067,34.68382099999999,0.30182300000000006,10.504449000000008,0.7937722
43,0.68234,35.36616099999999,0.36855000000000016,10.872999000000009,0.7776126999999999
44,0.735185,36.10134599999999,0.3157050000000001,11.188704000000008,0.7670482
45,0.746762,36.84810799999999,0.30412800000000006,11.492832000000009,0.8232268000000001
46,0.802957,37.65106499999999,0.24793300000000007,11.740765000000009,0.8033517
47,0.798048,38.44911299999999,0.2528420000000001,11.993607000000008,0.8107698000000001
48,0.997668,39.44678099999999,0.0532220000000001,12.046829000000008,0.8054476000000002
49,0.696428,40.143208999999985,0.35446200000000005,12.401291000000008,0.7966861
50,0.593734,40.73694299999998,0.4571560000000001,12.858447000000007,0.7648666000000001
51,0.718801,41.45574399999998,0.3320890000000001,13.190536000000007,0.7520990000000001
52,0.343315,41.79905899999998,0.7075750000000001,13.898111000000007,0.7115237999999999
53,0.922245,42.721303999999975,0.12864500000000012,14.026756000000008,0.7355143
54,0.946621,43.667924999999975,0.10426900000000006,14.131025000000008,0.7566579000000001
55,0.847246,44.515170999999974,0.20364400000000005,14.334669000000009,0.7667063
56,0.534676,45.04984699999997,0.5162140000000001,14.850883000000008,0.7398782
57,0.648528,45.69837499999997,0.4023620000000001,15.253245000000009,0.7249262000000001
58,0.870463,46.56883799999997,0.18042700000000012,15.433672000000008,0.7122057
59,0.741108,47.30994599999997,0.3097820000000001,15.743454000000009,0.7166737
60,0.883523,48.193468999999965,0.16736700000000015,15.91082100000001,0.7456526
61,0.983032,49.176500999999966,0.06785800000000008,15.978679000000009,0.7720757
62,0.771758,49.948258999999965,0.27913200000000005,16.257811000000007,0.8149200000000001
63,1.04639,50.99464899999997,0.0045000000000001705,16.262311000000008,0.8273345000000001
64,0.919659,51.91430799999997,0.1312310000000001,16.393542000000007,0.8246382999999999
65,0.86004,52.77434799999997,0.19085000000000008,16.58439200000001,0.8259177
66,0.864105,53.63845299999997,0.1867850000000001,16.77117700000001,0.8588605999999999
67,0.923019,54.561471999999966,0.12787100000000007,16.899048000000008,0.8863097
68,0.83684,55.39831199999997,0.21405000000000007,17.113098000000008,0.8829474000000002
69,0.629732,56.028043999999966,0.42115800000000014,17.534256000000006,0.8718098000000001
70,1.047744,57.07578799999997,0.003146000000000093,17.537402000000007,0.8882319000000001
71,0.920653,57.99644099999997,0.13023700000000005,17.66763900000001,0.8819940000000001
72,0.920705,58.91714599999997,0.1301850000000001,17.79782400000001,0.8968887000000001
73,0.653962,59.57110799999997,0.39692800000000006,18.19475200000001,0.8576459
74,0.384085,59.955192999999966,0.6668050000000001,18.86155700000001,0.8040885
75,0.855001,60.81019399999997,0.1958890000000001,19.05744600000001,0.8035846
76,0.802019,61.61221299999997,0.24887100000000006,19.30631700000001,0.7973759999999999
77,0.792814,62.40502699999997,0.2580760000000001,19.56439300000001,0.7843555
78,0.794369,63.19939599999997,0.2565210000000001,19.82091400000001,0.7801083999999999
79,0.881073,64.08046899999997,0.1698170000000001,19.99073100000001,0.8052425
80,0.339245,64.41971399999997,0.7116450000000001,20.70237600000001,0.7343926
81,0.611791,65.03150499999997,0.43909900000000013,21.14147500000001,0.7035064
82,0.725602,65.75710699999996,0.32528800000000013,21.46676300000001,0.6839961000000001
83,0.903833,66.66093999999997,0.1470570000000001,21.61382000000001,0.7089832
84,0.984888,67.64582799999997,0.06600200000000012,21.679822000000012,0.7690635
85,0.795026,68.44085399999997,0.2558640000000001,21.93568600000001,0.763066
86,0.735422,69.17627599999997,0.3154680000000001,22.25115400000001,0.7564063
87,0.806026,69.98230199999998,0.24486400000000008,22.49601800000001,0.7577274999999999
88,0.825885,70.80818699999998,0.22500500000000012,22.72102300000001,0.7608791
89,0.636395,71.44458199999997,0.41449500000000006,23.13551800000001,0.7364113
90,0.748824,72.19340599999997,0.30206600000000006,23.437584000000008,0.7773692
91,0.759372,72.95277799999997,0.29151800000000005,23.729102000000008,0.7921273
92,0.613807,73.56658499999996,0.4370830000000001,24.16618500000001,0.7809478000000001
93,0.738613,74.30519799999996,0.31227700000000014,24.47846200000001,0.7644257999999999
94,0.809577,75.11477499999997,0.2413130000000001,24.719775000000013,0.7468947
95,0.899021,76.01379599999997,0.15186900000000014,24.871644000000014,0.7572942
96,0.818865,76.83266099999997,0.23202500000000015,25.103669000000014,0.7656385
97,0.77709,77.60975099999997,0.27380000000000015,25.377469000000016,0.7627449000000001
98,0.927918,78.53766899999998,0.12297200000000008,25.500441000000016,0.7729482
99,1.049164,79.58683299999998,0.0017260000000001163,25.502167000000018,0.8142251
100,0.969494,80.55632699999998,0.08139600000000013,25.58356300000002,0.8362921
101,0.776158,81.33248499999998,0.2747320000000001,25.85829500000002,0.8379707
102,0.902208,82.23469299999998,0.1486820000000001,26.00697700000002,0.8668108
103,0.975746,83.21043899999998,0.0751440000000001,26.082121000000022,0.8905241
104,0.340436,83.55087499999998,0.7104540000000001,26.79257500000002,0.84361
105,0.624599,84.17547399999998,0.4262910000000001,27.21886600000002,0.8161678
106,0.832288,85.00776199999999,0.21860200000000007,27.43746800000002,0.8175101
107,0.823825,85.83158699999998,0.22706500000000007,27.66453300000002,0.8221836
108,1.034147,86.86573399999999,0.016743000000000174,27.68127600000002,0.8328065
109,0.902372,87.76810599999999,0.14851800000000015,27.82979400000002,0.8181273000000001
110,0.762194,88.53029999999998,0.28869600000000006,28.118490000000023,0.7973973
111,0.817087,89.34738699999998,0.2338030000000001,28.352293000000024,0.8014901999999999
112,0.859939,90.20732599999998,0.1909510000000001,28.543244000000023,0.7972632999999999
113,0.408951,90.61627699999998,0.641939,29.185183000000023,0.7405837999999999
114,0.634402,91.25067899999998,0.4164880000000001,29.601671000000024,0.7699803999999999
115,0.984549,92.23522799999998,0.0663410000000001,29.668012000000026,0.8059754
116,0.864192,93.09941999999998,0.18669800000000014,29.854710000000026,0.8091657999999999
117,0.794948,93.89436799999999,0.2559420000000001,30.110652000000027,0.8062780999999999
118,0.996441,94.89080899999999,0.05444900000000008,30.16510100000003,0.8025075000000002
119,0.322575,95.21338399999999,0.728315,30.893416000000027,0.7445278
120,0.909386,96.12276999999999,0.14150400000000007,31.034920000000028,0.7592469999999999
121,0.724737,96.847507,0.32615300000000014,31.36107300000003,0.750012
122,0.927212,97.77471899999999,0.12367800000000007,31.48475100000003,0.7567392999999999
